comment_enabled,content,creation_date,end_publication,excerpt,featured,id,image,last_update,login_required,password,pingback_enabled,slug,start_publication,status,tags,template,title
1,"<p><span id=""docs-internal-guid-1d47f39f-fa5f-04e0-7f57-22ad18fab02c"">After <a href=""/blog/2013/12/11/hour-code/"">volunteering at Joaquin Miller Elementary School</a> this past Wednesday, PiE had a day full of Hour of Code in honor of CS Education Week.</span></p>
<p dir=""ltr""><span>Early in the morning on Friday, PiE members visited Oakland Technical High School to participate in their CS ED Week assembly. &nbsp;As a part of the assembly, there were representatives from the Oakland School District, Level Playing Field, UC Berkeley, Computer Science Teachers&rsquo; Assosiation, as well as Ali Partovi, co-founder of code.org and one of the primary organizers of the Hour of Code. &nbsp;Partovi made a brief presentation, during which he spoke about his experiences with CS, starting from seventh grade, and about the importance of computer science in society, as well as CS Education Week. &nbsp;</span></p>
<p dir=""ltr""><span>Following the assembly at Oakland Technical High School, PiE hosted an Hour of Code at Ralph Bunche High School and Alameda Community Learning Center, as a part of the PiE Prep program. &nbsp;Students spent an entire hour doing an online tutorial, which varied from the Blockly Angry Birds tutorial to any of the Javascript tutorials.</span></p>
<p dir=""ltr"">PiE was glad to be a part of CS Education Week and to have hosted an Hour of Code. &nbsp;For those of you interested in doing a tutorial at home, check out <a href=""http://code.org/learn"">code.org</a>.</p>
<div><span><br /></span></div>
<div><span><img src=""https://lh5.googleusercontent.com/-tTpPLka2YBw/UqvKmBv_U8I/AAAAAAAAGp4/bdFojkj78OQ/w818-h545-no/IMG_0482.JPG"" alt=""Hour of Code--Ralph Bunche High School"" width=""300"" height=""180"" /></span></div>
<p><span><br /></span></p>",2013-12-15 23:47:01,,,0,36,uploads/zinnia/maybe_hour.JPG,2013-12-16 00:00:35,0,,1,pie-does-hour-code,,2,,entry_detail.html,PiE Does Hour of Code
1,"<p dir=""ltr""><span>Last Friday, March 3, 2014, the PiE Prep Season came to a successful close. &nbsp;In the 2013-2014 season, PiE Prep staff and mentors carried out 16 project based STEM lessons and activities with students at Ralph Bunche High School in Oakland and at Alameda Community Learning Center (ACLC) in Alameda. &nbsp;</span></p>
<p>Over the course of these lessons, students explored electricity and magnetism, <a href=""/blog/2013/10/19/one-two-three-pull/"">mechanical design</a>, principles of computational thinking via <a href=""https://code.google.com/p/blockly/"">Blockly</a>, and programming sensors via the <a href=""https://education.lego.com/en-us/lego-education-product-database/mindstorms/9797-lego-mindstorms-education-base-set"">Lego Mindstorms kits</a>. &nbsp;In these past four weeks, students at Ralph Bunche were working with the Blockly programming lessons. &nbsp;Meanwhile, students at ACLC worked on a final robot project designed by PiE staff. &nbsp;As a part of the project, students had to use Lego Mindstorms to assemble a robot that could correctly sort colored blocks, drive up an incline, and traverse a maze.</p>
<p><span id=""docs-internal-guid-53eef4b2-915a-eb84-1b55-c2dbf8999999""><span>Prep&rsquo;s aim is to expose students to science and engineering principles. With this initial exposure, we hope that students would be interested and motivated to then independently further pursue STEM-related topics and projects. Prep&rsquo;s secondary goal is to get students introduced to the skills they would be using during the Spring Robotic&rsquo;s Competition. Thus, as the Prep Season ended, the Robotics competition began with the season Kickoff, March 1, 2014. Be on the lookout for Robotics Season blog posts and check out our 2014 album on Facebook!</span></span></p>",2014-03-05 00:26:42,,...,0,37,uploads/zinnia/IMG_20140228_142850.jpg,2014-03-07 22:00:27,0,,1,prep-end-beginning-robotics-competition,,2,,entry_detail.html,Prep End Marks the Beginning of the Robotics Competition Season
1,"<p dir=""ltr""><span>PiE has grown in various ways over the last six years. We have expanded our season by a week, doubled the length of our Final Competition, nearly tripled our staff roster, and extended our reach into San Francisco. Another important sign of our growth is the increasing number of PiE alumni now in academia and industry.</span></p>
<p dir=""ltr""><span>Last October, Vanathi Ganesh (Class of &lsquo;13 EECS), a former PiE DeCal instructor, conceived the idea of reaching out to Tau Beta Pi and PiE staff alumni to create an annual scholarship for PiE students moving on to post-secondary education. The idea has come to fruition: this spring, one $1000 scholarship will be awarded. The application went live this past Saturday at Game Day and will be due on April 14, the Monday after Scrimmage.</span></p>
<p dir=""ltr""><span>We&rsquo;re very excited to offer this opportunity for the first time! Of course, it wouldn&rsquo;t have been possible without the philanthropic support of our TBP and PiE alumni. We are deeply grateful for the financial and technical support that they have provided to PiE in order to explore a new avenue of supporting STEM education in the Bay Area.</span></p>
<p dir=""ltr""><span>If you would also like to support the PiE Alumni Scholarship, please consider making a donation! Any contribution is welcome. Donations can be made to Fund Number 3231 on the&nbsp;</span><a href=""https://givetocal.berkeley.edu/egiving/index.cfm?Fund=FN3231000""><span>Give to Cal website</span></a><span>. At the bottom of the form, please write ""Scholarship"" in the field titled ""Special instructions or designations for this gift.""</span></p>",2014-03-10 23:26:27,,...,0,38,uploads/zinnia/DSC01578.jpg,2014-03-11 00:43:46,0,,1,pioneers-engineering-proud-announce-its-inaugural-pie-alumni-scholarship,,2,,entry_detail.html,Pioneers in Engineering is proud to announce its inaugural PiE Alumni Scholarship!
1,"<p dir=""ltr""><span>PiE Robotics Competition Kickoff is always an exciting event, and this year was no exception. &nbsp;Teams met their mentors, received their Robotics Kits, and many were able to finish the day having achieved their goal of constructing a driving base robot!</span></p>
<p dir=""ltr""><span>However, just three weeks before, the 2014 Robotics Competition was in danger of cancellation.</span></p>
<p dir=""ltr"">It was then when we learned that the <a href=""https://www.ghielectronics.com/catalog/product/256"">Fez Panda II</a>, an irreplaceable component of our Robotics Kit, was being retired by all suppliers. &nbsp;Sparkfun Electronics, a longtime supporter of PiE without whom our competition could not have happened this year, was unable to supply all the Panda II&rsquo;s we require.</p>
<p dir=""ltr""><span>This revelation set off a quite a stir among us, who immediately took the &lsquo;Pandamonium&rsquo; in hand and started searching for solutions. &nbsp;We quickly discovered that the surest way to save the competition was to manufacture our own pandas - no mean feat, considering that we had 3 weeks to do what should take 3 months.</span></p>
<p dir=""ltr"">The manufacture of pandas would not have been possible without the support of one company in particular, <a href=""https://www.ghielectronics.com"">GHI Electronics</a>. &nbsp;PIE&rsquo;s use of the Panda II requires a specific firmware to be loaded onto a key component of the Pandas. &nbsp;GHI, the sole supplier of this software, graciously offered to load this firmware onto the chips at reduced cost, even though PiE needed a comparatively small quantity, and even though both the chips and the software are outdated.</p>
<p dir=""ltr""><span>We are incredibly grateful to GHI and in particular Gary Beaver, their Director of Operations, for their fast response and generosity.</span></p>
<p>Without their help, Pandas would have gone extinct, and there wouldn&rsquo;t have been a Robotics Competition this year<strong id=""docs-internal-guid-cf74acd8-dbd9-89ff-5a9e-c4f1c13ba2ec""><span>.</span></strong></p>",2014-03-19 12:37:09,,,0,39,uploads/zinnia/12899851045_28d9804b10_o.jpg,2014-03-19 12:42:51,0,,1,why-2014-robotics-competition-almost-didnt-happen,2014-03-19 12:42:41,2,,entry_detail.html,Why the 2014 Robotics Competition Almost Didn’t Happen
1,"<p dir=""ltr""><span>We have extended the deadline for the </span><a href=""/programs/scholarship/""><span>inaugural PiE Alumni Scholarship</span></a><span> to </span><span>5p PST on Friday, April 18. </span><span>&nbsp;</span></p>
<p dir=""ltr""><span>We have made the </span><span>transcript and teacher recommendation optional, but recommended,</span><span> in light of time concerns. If you have already turned in a transcript or a teacher recommendation, we will take them into consideration during the review process. We anticipate that this will strengthen your application.</span></p>
<p dir=""ltr""><span>It&rsquo;s not too late to start the application! We strongly encourage every senior to apply since we are drawing from a limited pool of applicants. All those that apply have very good odds of receiving the scholarship.</span></p>
<p dir=""ltr""><span>Please let us know if you encounter difficulties of any kind by emailing </span><span>scholarship@pioneers.berkeley.edu.&nbsp;</span>We hope to see your application!</p>
<div><span><br /></span></div>",2014-04-14 14:26:10,,,0,40,,2014-04-14 14:27:40,0,,1,pie-2014-scholarship-extended,,0,,entry_detail.html,PiE 2014 Scholarship Extended!
1,"<p dir=""ltr""><span>We have extended the deadline for the </span><a href=""/programs/scholarship/""><span>inaugural PiE Alumni Scholarship</span></a><span> to </span><span>5p PST on Friday, April 18. </span><span>&nbsp;</span></p>
<p dir=""ltr""><span>We have made the </span><span>transcript and teacher recommendation optional, but recommended,</span><span> in light of time concerns. If you have already turned in a transcript or a teacher recommendation, we will take them into consideration during the review process. We anticipate that this will strengthen your application.</span></p>
<p dir=""ltr""><span>It&rsquo;s not too late to start the application! We strongly encourage every senior to apply since we are drawing from a limited pool of applicants. All those that apply have very good odds of receiving the scholarship.</span></p>
<p dir=""ltr""><span>Please let us know if you encounter difficulties of any kind by emailing </span><span>scholarship@pioneers.berkeley.edu.&nbsp;</span>We hope to see your application!</p>
<div><span><br /></span></div>",2014-04-14 14:27:42,,...,0,41,,2014-04-14 14:28:05,0,,1,scholarship-extended,,2,,entry_detail.html,PiE 2014 Scholarship Extended!
1,"<p>Awards are given yearly at the end of Final Competition to recognize team accomplishments. ""Judging this year is the hardest I've ever seen it,"" Brian Harvey tells the crowd anticipating the Judges' Awards this year. This says a lot, as he's been a judge for PiE for four years. ""It is a&nbsp;<em>pleasant</em>&nbsp;thing that it's is so hard to choose recipients,"" he says, implying that this is an indication of the outstanding designs this year.&nbsp;</p>
<p>In fact, judging was so difficult that the judges found it necessary to do shout-outs to schools they felt exhibited excellence in each category, since there could only be one winner chosen. The list of recipients for the awards are listed below.&nbsp;</p>
<h2 style=""text-align: center;"">PiE Competition Judges' Awards<span style=""font-size: 1.5em;"">&nbsp;</span></h2>
<h3 style=""text-align: center;"">Engineering Professionalism: Berkeley High&nbsp;</h3>
<h3 style=""text-align: center;"">Mechanical Design: Nea&nbsp;</h3>
<h3 style=""text-align: center;"">Software, Sensors, and Control: De Anza</h3>
<h3 style=""text-align: center;"">Agilent Spirit Award: Alameda Community Learning Center</h3>
<h3 style=""text-align: center;"">Judges' Award: Albany &nbsp;</h3>
<p style=""text-align: center;"">&nbsp;</p>",2014-04-27 16:18:45,,...,0,42,uploads/zinnia/DSC_1335.jpg,2014-04-28 01:47:42,0,,1,winners-2014-judges-awards,,2,"2014, competition winners",entry_detail.html,Winners of the 2014 Judges' Awards
1,"<p dir=""ltr"">After receiving many high quality applications from determined seniors pursuing higher education, the PiE scholarship committee - consisting of PiE staff alumni - faced the tough decision of choosing an applicant to receive the $1000 scholarship.</p>
<p>The committee reviewed each application holistically, considering academic achievement, leadership skills, and extracurricular activities. After much deliberation, the committee selected four finalists from an incredibly strong field of candidates to receive $100 each, as well as the scholarship recipient. Vanathi Ganesh (EECS &lsquo;13), a PiE alumna and a member of the scholarship committee, announced the finalists and scholarship award winner at the award ceremony after final competition.</p>
<p>Meet the finalists below, as described by the Vanathi during final competition during the awards ceremony.</p>
<p style=""text-align: center;"" dir=""ltr""><span><strong>Eliot Alvarez:</strong> </span></p>
<p style=""text-align: center;"" dir=""ltr""><span>The maturity and charism that Eliot showed impressed us. In particular we found that his advice to an eighth grader entering high school insightful. Eliot gives his advice to an eighth grader entering high school: &ldquo;Students should look ahead at what they&rsquo;ll hope to achieve in high school and beyond so that they can stay on the right path.&rdquo; Eliot is looking forward to studying Mechanical Engineering in the fall. </span></p>
<p style=""text-align: center;""><span><span><br /></span></span></p>
<p style=""text-align: center;"" dir=""ltr""><strong>Zhiliang He:</strong></p>
<p style=""text-align: center;"" dir=""ltr""><span>Zhiliang demonstrated incredible effort in mastering english in a very short period of time. He demonstrates both leadership and organizational skills, both important skills that we value in PiE. He has clearly earned the respect of his teammates, and we&rsquo;re excited to welcome Zhiliang to Cal where he&rsquo;ll be studying Computer Science. </span></p>
<p style=""text-align: center;""><span><span><br /></span></span></p>
<p style=""text-align: center;"" dir=""ltr""><strong>William Luong:</strong></p>
<p style=""text-align: center;"" dir=""ltr""><span>Recognized by both his mentors and teachers for planning and organizing team meetings as well for mastering CAD in a short period of time, William impressed us with his dedication and enthusiasm in the organizations that he is a part of. We&rsquo;re excited to welcome William to Cal where he&rsquo;ll be studying Physics. </span></p>
<p style=""text-align: center;""><span><span><br /></span></span></p>
<p style=""text-align: center;"" dir=""ltr""><strong>Kate&nbsp;Reed:</strong></p>
<p style=""text-align: center;"" dir=""ltr""><span>Kate was a well-rounded candidate who demonstrated a dedication to helping others. Her love for languages has inspired her to pursue Computer Science. We expect that her academic achievements will continue in college and beyond. </span></p>
<p style=""text-align: center;""><span><span><br /></span></span></p>
<p style=""text-align: center;"" dir=""ltr""><em>Award recipient</em></p>
<p style=""text-align: center;"" dir=""ltr""><strong>Alix Plascensia:</strong></p>
<p style=""text-align: center;"" dir=""ltr""><span>An extremely impressive, self-motivated student, Alix has already achieved a great deal in her academic and professional career at her young age. The maturity and drive she demonstrates is unparalleled, and she hopes to be a great role model for her community. We look forward to seeing her at Cal this fall where she&rsquo;ll be studying architecture. </span></p>
<p style=""text-align: left;""><span><span><br /><br /><br /></span></span></p>
<p style=""text-align: left;"" dir=""ltr""><span>We are deeply grateful for the financial and technical support provided by TBP and PiE alumni to explore this new avenue of supporting STEM education in the Bay Area.</span></p>
<p style=""text-align: left;"" dir=""ltr""><span>If you would also like to support the PiE Alumni Scholarship for next year, please consider making a donation! Any contribution is welcome. Donations can be made to Fund Number 3231 on the&nbsp;</span><a href=""https://givetocal.berkeley.edu/egiving/index.cfm?Fund=FN3231000""><span>Give to Cal website</span></a><span>. At the bottom of the form, please write ""Scholarship"" in the field titled ""Special instructions or designations for this gift.</span></p>
<p style=""text-align: left;""><span id=""docs-internal-guid-81b5abcf-d9e3-e1cb-f9d1-6a288596cf39""><br /><br /></span></p>",2014-05-07 20:33:32,,,0,43,uploads/zinnia/IMG_5696.jpg,2014-05-07 20:54:41,0,,1,recipients-2014-pie-alumni-scholarship-announced,,0,,entry_detail.html,Recipients of the 2014 PiE Alumni Scholarship Announced
1,"<p dir=""ltr""><span style=""color: #000000;"">After receiving many high quality applications from determined seniors pursuing higher education, the PiE scholarship committee - consisting of PiE staff alumni - faced the tough decision of choosing an applicant to receive the $1000 scholarship.</span></p>
<p><span style=""color: #000000;"">The committee reviewed each application holistically, considering academic achievement, leadership skills, and extracurricular activities. After much deliberation, the committee selected four finalists from an incredibly strong field of candidates to receive $100 each, as well as the scholarship recipient. Vanathi Ganesh (EECS &lsquo;13), a PiE alumna and a member of the scholarship committee, announced the finalists and scholarship award winner at the award ceremony after final competition.</span></p>
<p><span style=""color: #000000;"">Meet the finalists below, as described by the Vanathi during final competition during the awards ceremony.</span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong>Eliot Alvarez:</strong></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;"">The maturity and charism that Eliot showed impressed us. In particular we found that his advice to an eighth grader entering high school insightful. Eliot gives his advice to an eighth grader entering high school: &ldquo;Students should look ahead at what they&rsquo;ll hope to achieve in high school and beyond so that they can stay on the right path.&rdquo; Eliot is looking forward to studying Mechanical Engineering in the fall.&nbsp;</span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong>Zhiliang He:</strong></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;"">Zhiliang demonstrated incredible effort in mastering english in a very short period of time. He demonstrates both leadership and organizational skills, both important skills that we value in PiE. He has clearly earned the respect of his teammates, and we&rsquo;re excited to welcome Zhiliang to Cal where he&rsquo;ll be studying Computer Science.</span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong>William Luong:</strong></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong></strong>Recognized by both his mentors and teachers for planning and organizing team meetings as well for mastering CAD in a short period of time, William impressed us with his dedication and enthusiasm in the organizations that he is a part of. We&rsquo;re excited to welcome William to Cal where he&rsquo;ll be studying Physics.</span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong>Kate&nbsp;Reed:</strong></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;"">Kate was a well-rounded candidate who demonstrated a dedication to helping others. Her love for languages has inspired her to pursue Computer Science. We expect that her academic achievements will continue in college and beyond.</span></p>
<p style=""text-align: center;""><span style=""text-decoration: underline; color: #000000;""><span style=""text-decoration: underline;""><em>Award recipient</em></span></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;""><strong>Alix Plascensia:</strong></span></p>
<p style=""text-align: center;"" dir=""ltr""><span style=""color: #000000;"">An extremely impressive, self-motivated student, Alix has already achieved a great deal in her academic and professional career at her young age. The maturity and drive she demonstrates is unparalleled, and she hopes to be a great role model for her community. We look forward to seeing her at Cal this fall where she&rsquo;ll be studying architecture.</span></p>
<p style=""text-align: left;""><span><span><br /></span></span>We are deeply grateful for the financial and technical support provided by TBP and PiE alumni to explore this new avenue of supporting STEM education in the Bay Area.If you would also like to support the PiE Alumni Scholarship for next year, please consider making a donation! Any contribution is welcome. Donations can be made to Fund Number 3231 on the&nbsp;<a href=""https://givetocal.berkeley.edu/egiving/index.cfm?Fund=FN3231000"">Give to Cal website</a>. At the bottom of the form, please write ""Scholarship"" in the field titled ""Special instructions or designations for this gift.</p>
<p style=""text-align: left;""><span id=""docs-internal-guid-81b5abcf-d9e3-e1cb-f9d1-6a288596cf39""><br /><br /></span></p>",2014-05-07 20:43:24,,...,0,44,uploads/zinnia/IMG_5709.jpg,2014-05-15 00:59:39,0,,1,scholarship-2014,,2,,entry_detail.html,Recipients of the 2014 PiE Alumni Scholarship Announced
1,"<p dir=""ltr""><span>Students who have used the current control system user interface (CSUI) have probably got frustrated by the problems in it. Though </span><span>PiE has been using the control software PiEMOS in recent years, a more user-friendly control system user interface is currently being developed inside PiE. Allen Li, the project manager for CSUI, was excited to share some progress about the project he and his team members are currently working on. According to Allen, currently available user interface lacks of familiarity towards the users. In other words, the developer of existing CSUI usually expected the users to be familiar with programming. As a result, the project team has worked hard since April 2013 to design and create easy-to-use user interface for people in general, even for those who have never done robots / programming. </span></p>
<p dir=""ltr""><span>The project is aimed to make a control system particularly targeted for high school students. Even, the team is trying to design the user interface as simple as possible such that very young children can play with it at least at basic levels. </span></p>
<p dir=""ltr""><span>One of interesting aspects about the new user interface is that it provides text editor to put in whatever code the users want. Moreover, the code will wirelessly get deployed on the robot. After running the code, the user will get immediate feedback in the form of real-time graph from the robot. Hopefully, the new user interface is done immediately because I believe everyone is excited about it.</span></p>
<p><span id=""docs-internal-guid-85b0d9cf-b1dd-b7d9-bb7f-087f77a566e7""><br /><span>Here is a sneak peek of the new interface:</span></span></p>",2014-11-14 21:11:04,,,0,45,uploads/zinnia/CSUI.png,2014-11-14 21:22:23,0,,1,new-csui-inside-pie,,0,CSUI,entry_detail.html,New CSUI Inside PiE
1,"<p dir=""ltr""><span><span><span>Above is a sneak peek of the new interface where u</span></span></span>sers can send code right from an editor embedded in it.</p>
<p dir=""ltr""><span>Students who have used the current control system user interface (CSUI) have probably got frustrated by the problems in it. Though </span><span>PiE has been using the control software PiEMOS in recent years, a more user-friendly control system user interface is currently being developed inside PiE. Allen Li, the project manager for CSUI, was excited to share some progress about the project he and his team members are currently working on. According to Allen, currently available user interface lacks of familiarity towards the users. In other words, the developer of existing CSUI usually expected the users to be familiar with programming. As a result, the project team has worked hard since April 2013 to design and create easy-to-use user interface for people in general, even for those who have never done robots / programming. </span></p>
<p dir=""ltr""><span>The project is aimed to make a control system particularly targeted for high school students. Even, the team is trying to design the user interface as simple as possible such that very young children can play with it at least at basic levels. </span></p>
<p><span id=""docs-internal-guid-85b0d9cf-b503-23d6-c32f-092b059cb797""><span>One of interesting aspects about the new user interface is that it provides text editor to put in whatever code the users want. Moreover, the code will wirelessly get deployed on the robot. After running the code, the user will get immediate feedback in the form of real-time graph from the robot. Hopefully, the new user interface is done immediately because I believe everyone is excited about it.</span></span></p>",2014-11-15 11:48:23,,...,0,46,uploads/zinnia/CSUI_1.png,2014-11-15 11:55:03,0,,1,new-csui-inside-pie,,2,"CSUI, ",entry_detail.html,New CSUI Inside PiE
1,"<p dir=""ltr""><span>In the figure above, Prep DeCal students and facilitators worked together to figure out a code to solve the maze challenge. </span></p>
<p>Prep has been an active and successful part of PiE for three years now. Recently, Manda Au, the Program Director of Prep, was excited to share some information about what has been going on in Prep so far.</p>
<p>For those who are unfamiliar, Prep has been taught as Berkeley DeCal class for two years. Like last year, the goal of this year's Prep is both giving hands on experience and teaching advanced programming as well as keeping students engaged inside the classroom. The main difference between this year&rsquo;s and last year&rsquo;s Prep is that mentors are encouraged more to be the main teachers at the high schools this year.</p>
<p>For this semester, the Decal take place once a week on Tuesdays. There are 9 mentors which are divided into 2 teams. One team is assigned to go to Community Day in Oakland, which is an expulsion school. The activity led by the mentors is part of after school program there switching between Wednesday and Friday. There are 2-3 students at Community Day participating in the program. Another team is sent out to Ralph Bunche Oakland in Oakland which is a continuation school. The mentors in the team teach science to the students there during physics class on every Thursday. There are about 6-10 participants from the school.</p>
<p>At the beginning, the activities at those schools were aimed to interest the students in science. Then, after several weeks, the activities were steered toward robotics and maze lesson. One of robotic projects assigned to the students were tug of war robot. This project mainly involved mechanical skills. The students were given about 2 weeks to work on the project. Then, they had to compete to find out which robot was the strongest. Not only was Lego mindstorms used for tug-of-war challenge, but it was also used to build robot that can go through a maze for the sake of maze lesson. This project involved both programming and mechanical skills. They had about a month to figure out to program the robot such that it could be successfully driven in the maze.</p>
<p dir=""ltr""><span>The Prep Decal is still going on right now and will end in the last week of instruction. However, PiE will keep sending mentors to the schools until next semester. Related to Prep, there will be Prep Field Trip on December 9 when the high school students will come to Cal and PiE will give them a tour. Hopefully, everything Prep team has done for the high school students can be useful for their school and their future.</span></p>
<div><span><br /></span></div>",2014-12-05 22:16:12,,...,0,47,uploads/zinnia/Prep3.jpg,2014-12-09 17:07:30,0,,1,prep-amazing-way-give-back,,2,"prep, ",entry_detail.html,"Prep, An Amazing Way to Give Back"
1,"<p dir=""ltr""><span>Around 20 Prep students from Community Day toured the UC Berkeley campus this Tuesday for the annual Prep field trip that occurs at end for the program. The goal of the field trip was to give students a first-hand experience to be on a college campus and experience the day-to-day life of a college student.&nbsp;</span></p>
<p>PiE debuted the Hovercraft project as the last activity of the day, a project that several of PiE&rsquo;s newest staff members have been working together on in preparation for the students&rsquo; visit. The goal of hovercraft was to introduce both high school students and new staff members that you can create something fun with just a few physics concepts and everyday materials.</p>
<p>One of these members is Katrina Jiang; she joined PiE this semester and shares her experience working on the hovercraft: &ldquo;The hovercraft project introduced me to not only basic woodworking tools and skills, but also the environment that teaches collaboration and cohesion within a team. I felt that, although I am still a novice at mechanical engineering related projects, my ideas were appreciated, taken into consideration, and sometimes implemented and that I made direct and productive contributions to the success of the hovercraft.&rdquo;&nbsp;</p>
<p dir=""ltr""><span>The hovercraft works by creating a cushion of air underneath a circular piece of wood. &nbsp;The wood provides a space to sit on while the pressure from the air curtain on the wood balances out the weight of the person. The person on the craft can experience a gliding sensation as he or she is pushed across a smooth surface.</span></p>",2014-12-12 02:01:29,,...,0,48,uploads/zinnia/20141209_103812.jpg,2014-12-12 02:08:05,0,,1,hovercraft-project-debuts-prep-fieldtrip,,2,"hovercraft, prep,  fieldtrip, project",entry_detail.html,Hovercraft Project Debuts at Prep Fieldtrip
1,"<p style=""text-align: center;"" dir=""ltr""><span>Future mentors learned to come up with strategies to win a game.</span></p>
<p>Robotics competition, the biggest event in the PiE calendar, has been getting closer and closer. It is only weeks before the competition. To better prepare the participants for the competition, PiE created RC DeCal Spring 2015. Two weeks ago, Justin Jorge, who is the project manager for RC DeCal Spring 2015, enthusiastically shared some details about RC DeCal this year.</p>
<p dir=""ltr"">The RC DeCal team, which consists of five PiE staff, is responsible for training Cal students to be mentors for the high school students participating in PiE&rsquo;s robotic competition in April 2015. With Justin&rsquo;s background as a former participant in the robotics competition as well as a staff member of RC DeCal last year, he&rsquo;s full of excellent ideas! Working together with his team, they came up with some plans for the DeCal.</p>
<p dir=""ltr"">According to the plan, the DeCal team will teach the soon-to-be mentors - who will be working with the students - about game analysis, mechanical, and autonomous programming. In addition to lectures, two main ways the team prepares the mentors are through engaging activities and hands-on experience. Justin also emphasized that the skills needed to be a good mentor and work well with students are not just technical skills. Mentors need to be able to work in a team, communicate well with high school students, and have a tremendous amount of patience. The mentors are also trained to push students to find the answers to their own problems instead of giving away the answers to the students. Furthermore, the DeCal team guides the future mentors to improve their confidence and leadership skills such that they can assist high school students even after their time in PiE.</p>
<p dir=""ltr"">Kevin Durand, a returning mentor for RC DeCal Spring 2015, shared some positive comments about his experiences with RC DeCal. He said that his interest in mentoring made him always want to come back to RC DeCal. He found it enjoyable as well as rewarding to mentor high school students with their brilliant and creative ideas. Moreover, becoming a mentor in RC DeCal &nbsp;allowed him to learn about many new, interesting things and eventually helped him decide his current major. Based on his comments, it can be seen how great the impact of RC DeCal is; the mentors and high school students can simultaneously improve each other in many ways.</p>
<p>To appeal to as many Cal students as possible from a variety of majors, the PiE team actively spread the word about the DeCal. We&rsquo;ve worked really hard to promote RC DeCal through social media, DeCal expo, Calapalooza, chalking, and flyers. This year, the DeCal gathered up to 78 mentors in the first week, one of the highest turnout rates we&rsquo;ve had!</p>
<p dir=""ltr"">The first meeting was great because the class was fully occupied. In the meeting, the soon-to-be mentors broke into groups to learn about game analysis. In the game CanHaz CheezBurger, the mentors had to pick a robot to play with and try to earn as high score as possible. While aiming for a high score, they had to take into account the penalties and come up with some key strategies. At the end of the activity, the groups had to compete against each other to find out which group had the best strategy. This activity would prepare the mentors in terms of critical thinking skills and brainstorming needed when they work with the high school students in the actual competition.</p>
<p dir=""ltr"">Four weeks after learning the basics and going through relevant activities, the mentors will be assigned to 24 different teams participating in the competition. If the number of mentors can be maintained throughout, there will be about 2 to 3 mentors per team. They will be paired based on their expertise such that they can complement each other while assisting the students.</p>
<p><span id=""docs-internal-guid-c7dbf8c8-c3a7-54e2-0f41-46f0011f5211""><span>Though RC DeCal has been going great so far, support and help, particularly from PiE staff, will be much appreciated. So, let&rsquo;s contribute to the success of RC DeCal together. Finally, for the RC DeCal team, keep up the good work and good luck!</span></span></p>",2015-02-25 18:11:23,,...,0,49,uploads/zinnia/DeCal.jpg,2015-02-25 18:22:54,0,,1,rc-decal-preparing-final-competition,,2,DeCal final competition robotics mentors,entry_detail.html,RC DeCal: Preparing For Final Competition!
